978-3-949060-00-7 Markus Wäfler, Tall al-Hamidiya, Band 5, Bericht 2002-2011, gebundene Ausgabe
978-3-949060-01-4 Markus Wäfler, Tall al-Hamidiya, Band 5, Bericht 2002-2011, ComputationalBook
978-3-949060-02-1 Ulrike Peter-Vladimir F.Stolba, Thrace-Local Coinage and Regional Identity,       ComputationalBook
978-3-949060-03-8
978-3-949060-04-5
978-3-949060-05-2
978-3-949060-06-9
978-3-949060-07-6
978-3-949060-08-3
978-3-949060-09-0
978-3-949060-10-6
978-3-949060-11-3
978-3-949060-12-0
978-3-949060-13-7
978-3-949060-14-4
978-3-949060-15-1
978-3-949060-16-8
978-3-949060-17-5
978-3-949060-18-2
978-3-949060-19-9
978-3-949060-20-5
978-3-949060-21-2
978-3-949060-22-9
978-3-949060-23-6
978-3-949060-24-3
978-3-949060-25-0
978-3-949060-26-7
978-3-949060-27-4
978-3-949060-28-1
978-3-949060-29-8
978-3-949060-30-4
978-3-949060-31-1
978-3-949060-32-8
978-3-949060-33-5
978-3-949060-34-2
978-3-949060-35-9
978-3-949060-36-6
978-3-949060-37-3
978-3-949060-38-0
978-3-949060-39-7
978-3-949060-40-3
978-3-949060-41-0
978-3-949060-42-7
978-3-949060-43-4
978-3-949060-44-1
978-3-949060-45-8
978-3-949060-46-5
978-3-949060-47-2
978-3-949060-48-9
978-3-949060-49-6
978-3-949060-50-2
978-3-949060-51-9
978-3-949060-52-6
978-3-949060-53-3
978-3-949060-54-0
978-3-949060-55-7
978-3-949060-56-4
978-3-949060-57-1
978-3-949060-58-8
978-3-949060-59-5
978-3-949060-60-1
978-3-949060-61-8
978-3-949060-62-5
978-3-949060-63-2
978-3-949060-64-9
978-3-949060-65-6
978-3-949060-66-3
978-3-949060-67-0
978-3-949060-68-7
978-3-949060-69-4
978-3-949060-70-0
978-3-949060-71-7
978-3-949060-72-4
978-3-949060-73-1
978-3-949060-74-8
978-3-949060-75-5
978-3-949060-76-2
978-3-949060-77-9
978-3-949060-78-6
978-3-949060-79-3
978-3-949060-80-9
978-3-949060-81-6
978-3-949060-82-3
978-3-949060-83-0
978-3-949060-84-7
978-3-949060-85-4
978-3-949060-86-1
978-3-949060-87-8
978-3-949060-88-5
978-3-949060-89-2
978-3-949060-90-8
978-3-949060-91-5
978-3-949060-92-2
978-3-949060-93-9
978-3-949060-94-6
978-3-949060-95-3
978-3-949060-96-0
978-3-949060-97-7
978-3-949060-98-4
978-3-949060-99-1